MOL_1,MOL_2,logV
B(Br)(Br)Br,CCO,-0.140111686010622
B(Br)(Br)Br,CCO,
BrBr,CCO,-0.0111872962712595
BrBr,CCO,
BrC(Br)(Br)Br,c1ccccc1,-0.2197547161346474
BrC(Br)(Br)Br,c1ccccc1,-0.0807649620768015
BrC(Br)(Br)Br,c1ccccc1,0.050070264367438416
BrC(Br)(Br)Br,c1ccccc1,0.16542240081456988
BrC(Br)(Br)Br,c1ccccc1,0.2646997921671458
BrC(Br)(Br)Br,c1ccccc1,0.34931638877008725
BrC(Br)(Br)Br,c1ccccc1,0.4208794988754823
BrC(Br)(Br)Br,c1ccccc1,0.48084021854277703
BrC(Br)(Br)Br,c1ccccc1,0.5303277897780735
BrC(Br)(Br)Br,c1ccccc1,0.5700990789919579
BrC(Br)(Br)Br,c1ccccc1,0.6005917684293761
BrC(Br)Br,Brc1ccccc1,-0.017472669683984626
BrC(Br)Br,Brc1ccccc1,0.009236236170733665
BrC(Br)Br,Brc1ccccc1,0.03617592519679737
BrC(Br)Br,Brc1ccccc1,0.06357471820303316
BrC(Br)Br,Brc1ccccc1,0.08989728077930786
BrC(Br)Br,Brc1ccccc1,0.11518512510837987
BrC(Br)Br,Brc1ccccc1,0.13871734745873504
BrC(Br)Br,Brc1ccccc1,0.1608359163870723
BrC(Br)Br,Brc1ccccc1,0.18269936768121597
BrC(Br)Br,Brc1ccccc1,0.20286186126861694
BrC(Br)Br,Brc1ccccc1,0.22087090694942846
BrC(Br)Br,C1CCCCC1,-0.1980683223290842
BrC(Br)Br,C1CCCCC1,-0.16497482024830437
BrC(Br)Br,C1CCCCC1,-0.1323212870765794
BrC(Br)Br,C1CCCCC1,-0.10045240454309634
BrC(Br)Br,C1CCCCC1,-0.06581409814832834
BrC(Br)Br,C1CCCCC1,-0.028345138068044538
BrC(Br)Br,C1CCCCC1,0.01032561456627892
BrC(Br)Br,C1CCCCC1,0.04983095577500865
BrC(Br)Br,C1CCCCC1,0.08787825803877436
BrC(Br)Br,C1CCCCC1,0.1271800156014186
BrC(Br)Br,C1CCCCC1,0.16920403652361962
BrC(Br)Br,CC(C)=O,-0.5157001606532141
BrC(Br)Br,CC(C)=O,-0.38674430101100987
BrC(Br)Br,CC(C)=O,-0.2779409980589192
BrC(Br)Br,CC(C)=O,-0.18585494951811216
BrC(Br)Br,CC(C)=O,-0.09597462435328498
BrC(Br)Br,CC(C)=O,-0.016865403568567233
BrC(Br)Br,CC(C)=O,0.05519760890297354
BrC(Br)Br,CC(C)=O,0.11752415884864167
BrC(Br)Br,CC(C)=O,0.17712640917135425
BrC(Br)Br,CC(C)=O,0.22978810548354592
BrC(Br)Br,CC(C)=O,0.2773799746672546
BrC(Br)Br,CC(C)CCO,0.483058831801268
BrC(Br)Br,CC(C)CCO,0.4679117940422602
BrC(Br)Br,CC(C)CCO,0.4250185750011051
BrC(Br)Br,CC(C)CCO,0.38100261537434
BrC(Br)Br,CC(C)CCO,0.3395731057859452
BrC(Br)Br,CC(C)CCO,0.30621873960693174
BrC(Br)Br,CC(C)CCO,0.28077073398324304
BrC(Br)Br,CC(C)CCO,0.2544689470095824
BrC(Br)Br,CC(C)CCO,0.24114796245593148
BrC(Br)Br,CC(C)CCO,0.2392708775210756
BrC(Br)Br,CC(C)CCO,0.2535610020278684
BrC(Br)Br,CCCCCC,-0.5162701009999763
BrC(Br)Br,CCCCCC,-0.4540641388726919
BrC(Br)Br,CCCCCC,-0.3988272766390639
BrC(Br)Br,CCCCCC,-0.3076117667399291
BrC(Br)Br,CCCCCC,-0.241843471103554
BrC(Br)Br,CCCCCC,-0.17404045711919208
BrC(Br)Br,CCCCCC,-0.08559394701405007
BrC(Br)Br,CCCCCC,-0.006991178323567188
BrC(Br)Br,CCCCCC,0.08535470346350468
BrC(Br)Br,CCCCCC,0.17356855032455296
BrC(Br)Br,CCCCCC,0.2668131113675012
BrC(Br)Br,CCCCCCC(C)O,0.682770228981295
BrC(Br)Br,CCCCCCC(C)O,0.6405651805552269
BrC(Br)Br,CCCCCCC(C)O,0.5875716498475467
BrC(Br)Br,CCCCCCC(C)O,0.5261535778333692
BrC(Br)Br,CCCCCCC(C)O,0.47080922759007277
BrC(Br)Br,CCCCCCC(C)O,0.4161521456111051
BrC(Br)Br,CCCCCCC(C)O,0.3700051680944811
BrC(Br)Br,CCCCCCC(C)O,0.32607536400602816
BrC(Br)Br,CCCCCCC(C)O,0.28933398954822936
BrC(Br)Br,CCCCCCC(C)O,0.2620830846815631
BrC(Br)Br,CCCCCCC(C)O,0.2535610020278684
BrC(Br)Br,CCCCCCCCCO,0.8688792509794908
BrC(Br)Br,CCCCCCCCCO,0.8171217272120965
BrC(Br)Br,CCCCCCCCCO,0.7512447520949905
BrC(Br)Br,CCCCCCCCCO,0.6875142285833725
BrC(Br)Br,CCCCCCCCCO,0.6436380832668851
BrC(Br)Br,CCCCCCCCCO,0.5708899634442225
BrC(Br)Br,CCCCCCCCCO,0.5023757347806975
BrC(Br)Br,CCCCCCCCCO,0.4299706158217915
BrC(Br)Br,CCCCCCCCCO,0.3569218488768909
BrC(Br)Br,CCCCCCCCCO,0.29443839432732827
BrC(Br)Br,CCCCCCCCCO,0.2535610020278684
BrC(Br)Br,CCCCCCO,0.5671691669924974
BrC(Br)Br,CCCCCCO,0.5544177979067503
BrC(Br)Br,CCCCCCO,0.5113286489391712
BrC(Br)Br,CCCCCCO,0.4629086783652589
BrC(Br)Br,CCCCCCO,0.41824920952005823
BrC(Br)Br,CCCCCCO,0.3740383506894651
BrC(Br)Br,CCCCCCO,0.33448105149581026
BrC(Br)Br,CCCCCCO,0.2996938054221882
BrC(Br)Br,CCCCCCO,0.27083777235401324
BrC(Br)Br,CCCCCCO,0.2520134941973758
BrC(Br)Br,CCCCCCO,0.2535610020278684
BrC(Br)Br,CCCCCO,0.45374569592480823
BrC(Br)Br,CCCCCO,0.4511576977020771
BrC(Br)Br,CCCCCO,0.4191426269744752
BrC(Br)Br,CCCCCO,0.37878019762121284
BrC(Br)Br,CCCCCO,0.3424244155969325
BrC(Br)Br,CCCCCO,0.30924894630530814
BrC(Br)Br,CCCCCO,0.28367026121851685
BrC(Br)Br,CCCCCO,0.26139219169817257
BrC(Br)Br,CCCCCO,0.24649774412133527
BrC(Br)Br,CCCCCO,0.24174677620002138
BrC(Br)Br,CCCCCO,0.2535610020278684
BrC(Br)Br,CCCCO,0.3281618157458418
BrC(Br)Br,CCCCO,0.3384813917768346
BrC(Br)Br,CCCCO,0.3167261173553023
BrC(Br)Br,CCCCO,0.290841053945351
BrC(Br)Br,CCCCO,0.2677733618074461
BrC(Br)Br,CCCCO,0.24873060913988465
BrC(Br)Br,CCCCO,0.23642520481635118
BrC(Br)Br,CCCCO,0.22961637329312318
BrC(Br)Br,CCCCO,0.22676750826956882
BrC(Br)Br,CCCCO,0.23137230159215963
BrC(Br)Br,CCCCO,0.253914987551856
BrC(Br)Br,CCOC(C)=O,-0.38721371475837163
BrC(Br)Br,CCOC(C)=O,-0.3036447388686222
BrC(Br)Br,CCOC(C)=O,-0.22469821813871033
BrC(Br)Br,CCOC(C)=O,-0.1506389493987717
BrC(Br)Br,CCOC(C)=O,-0.08065387681417949
BrC(Br)Br,CCOC(C)=O,-0.015587892309633249
BrC(Br)Br,CCOC(C)=O,0.044562555473210266
BrC(Br)Br,CCOC(C)=O,0.10029864954394675
BrC(Br)Br,CCOC(C)=O,0.1472114283915834
BrC(Br)Br,CCOC(C)=O,0.18744299868093672
BrC(Br)Br,CCOC(C)=O,0.22087090694942846
BrC(Br)Br,CN(C)C=O,-0.1354226085541789
BrC(Br)Br,CN(C)C=O,-0.06526184284687041
BrC(Br)Br,CN(C)C=O,0.04076458897856009
BrC(Br)Br,CN(C)C=O,0.11439008954018208
BrC(Br)Br,CN(C)C=O,0.17160563627438277
BrC(Br)Br,CN(C)C=O,0.2247440199287053
BrC(Br)Br,CN(C)C=O,0.2551382135898321
BrC(Br)Br,CN(C)C=O,0.263964116148577
BrC(Br)Br,CN(C)C=O,0.26814740600574866
BrC(Br)Br,CN(C)C=O,0.2592743711939999
BrC(Br)Br,CN(C)C=O,0.24117861669916174
BrC(Br)Br,CO,-0.3619802344404226
BrC(Br)Br,CO,-0.22503268440306942
BrC(Br)Br,CO,-0.12792229821038448
BrC(Br)Br,CO,-0.06052617827627158
BrC(Br)Br,CO,-0.00616838621663368
BrC(Br)Br,CO,0.0346676479126778
BrC(Br)Br,CO,0.06679689263606578
BrC(Br)Br,CO,0.09441248706151949
BrC(Br)Br,CO,0.11846531201823662
BrC(Br)Br,CO,0.14124789090144957
BrC(Br)Br,CO,0.16920403652361962
BrC(Br)Br,COC(C)=O,-0.4233069204990176
BrC(Br)Br,COC(C)=O,-0.3420514921820238
BrC(Br)Br,COC(C)=O,-0.24357752866284987
BrC(Br)Br,COC(C)=O,-0.1806802261025711
BrC(Br)Br,COC(C)=O,-0.10069628845957733
BrC(Br)Br,COC(C)=O,-0.025705001430226436
BrC(Br)Br,COC(C)=O,0.04091359609543712
BrC(Br)Br,COC(C)=O,0.09882874743718532
BrC(Br)Br,COC(C)=O,0.16272613527883747
BrC(Br)Br,COC(C)=O,0.21379671547092804
BrC(Br)Br,COC(C)=O,0.2513324715740284
BrC(Br)Br,COCCO,0.18284188120200104
BrC(Br)Br,COCCO,0.23766912069572746
BrC(Br)Br,COCCO,0.2736606893808467
BrC(Br)Br,COCCO,0.2980519497271293
BrC(Br)Br,COCCO,0.3082600334428882
BrC(Br)Br,COCCO,0.30482655911013784
BrC(Br)Br,COCCO,0.2957662172134793
BrC(Br)Br,COCCO,0.2809877051621426
BrC(Br)Br,COCCO,0.2657191448935155
BrC(Br)Br,COCCO,0.2547011916939352
BrC(Br)Br,COCCO,0.2535610020278684
BrC(Br)Br,CS(C)=O,0.13538710838238624
BrC(Br)Br,CS(C)=O,0.18528369851376023
BrC(Br)Br,CS(C)=O,0.23169548319092867
BrC(Br)Br,CS(C)=O,0.2667440739440419
BrC(Br)Br,CS(C)=O,0.29247217563736816
BrC(Br)Br,CS(C)=O,0.29688960217447746
BrC(Br)Br,CS(C)=O,0.2971663127413514
BrC(Br)Br,CS(C)=O,0.2772285461929493
BrC(Br)Br,CS(C)=O,0.2409697130715776
BrC(Br)Br,CS(C)=O,0.20718982434204536
BrC(Br)Br,CS(C)=O,0.16920403652361962
BrC(Br)Br,Cc1ccccc1,-0.2874799572888783
BrC(Br)Br,Cc1ccccc1,-0.22029216034912974
BrC(Br)Br,Cc1ccccc1,-0.15955742612899068
BrC(Br)Br,Cc1ccccc1,-0.10160432086717744
BrC(Br)Br,Cc1ccccc1,-0.042762220134595866
BrC(Br)Br,Cc1ccccc1,0.015088575893727394
BrC(Br)Br,Cc1ccccc1,0.06982305224973227
BrC(Br)Br,Cc1ccccc1,0.12012877326878008
BrC(Br)Br,Cc1ccccc1,0.16972981328159126
BrC(Br)Br,Cc1ccccc1,0.21405050100568263
BrC(Br)Br,Cc1ccccc1,0.2558987057336053
BrC(Br)Br,ClC(Cl)(Cl)Cl,-0.08878316176081488
BrC(Br)Br,ClC(Cl)(Cl)Cl,-0.06149417225077913
BrC(Br)Br,ClC(Cl)(Cl)Cl,-0.032147226683954935
BrC(Br)Br,ClC(Cl)(Cl)Cl,-0.0009220785698008244
BrC(Br)Br,ClC(Cl)(Cl)Cl,0.031142875513148295
BrC(Br)Br,ClC(Cl)(Cl)Cl,0.06328395241347708
BrC(Br)Br,ClC(Cl)(Cl)Cl,0.0931502255743879
BrC(Br)Br,ClC(Cl)(Cl)Cl,0.12045441617422395
BrC(Br)Br,ClC(Cl)(Cl)Cl,0.15438188773706
BrC(Br)Br,ClC(Cl)(Cl)Cl,0.1900330070379046
BrC(Br)Br,ClC(Cl)(Cl)Cl,0.22087090694942846
BrC(Br)Br,ClCCCCCl,0.069158499566196
BrC(Br)Br,ClCCCCCl,0.09084673484287209
BrC(Br)Br,ClCCCCCl,0.11355905139146807
BrC(Br)Br,ClCCCCCl,0.13829516522099775
BrC(Br)Br,ClCCCCCl,0.1573105049064658
BrC(Br)Br,ClCCCCCl,0.176720955231772
BrC(Br)Br,ClCCCCCl,0.19490490635188423
BrC(Br)Br,ClCCCCCl,0.2123361484011868
BrC(Br)Br,ClCCCCCl,0.22648968779012238
BrC(Br)Br,ClCCCCCl,0.2417124720687751
BrC(Br)Br,ClCCCCCl,0.2513324715740284
BrC(Br)Br,N#CCc1ccccc1,0.2714398725729879
BrC(Br)Br,N#CCc1ccccc1,0.28375996374667667
BrC(Br)Br,N#CCc1ccccc1,0.29587243499986454
BrC(Br)Br,N#CCc1ccccc1,0.3119195443738219
BrC(Br)Br,N#CCc1ccccc1,0.3218249059939779
BrC(Br)Br,N#CCc1ccccc1,0.3247586455220943
BrC(Br)Br,N#CCc1ccccc1,0.32573671334616494
BrC(Br)Br,N#CCc1ccccc1,0.31747526160497
BrC(Br)Br,N#CCc1ccccc1,0.30693395270453944
BrC(Br)Br,N#CCc1ccccc1,0.29157485583921317
BrC(Br)Br,N#CCc1ccccc1,0.26681311136750113
BrC(Br)Br,Nc1ccccc1,0.5670970950832227
BrC(Br)Br,Nc1ccccc1,0.539099623805334
BrC(Br)Br,Nc1ccccc1,0.5116320114365449
BrC(Br)Br,Nc1ccccc1,0.4848119359798223
BrC(Br)Br,Nc1ccccc1,0.45939673531243147
BrC(Br)Br,Nc1ccccc1,0.428534433746319
BrC(Br)Br,Nc1ccccc1,0.39940866989587226
BrC(Br)Br,Nc1ccccc1,0.37109353147470847
BrC(Br)Br,Nc1ccccc1,0.3441318387794631
BrC(Br)Br,Nc1ccccc1,0.30938189279073214
BrC(Br)Br,Nc1ccccc1,0.2668131113675012
BrC(Br)Br,Nc1ccccc1Cl,0.35822858900496835
BrC(Br)Br,Nc1ccccc1Cl,0.3515124599742671
BrC(Br)Br,Nc1ccccc1Cl,0.3447545839997222
BrC(Br)Br,Nc1ccccc1Cl,0.335085633863665
BrC(Br)Br,Nc1ccccc1Cl,0.32075619176066716
BrC(Br)Br,Nc1ccccc1Cl,0.30977577179526283
BrC(Br)Br,Nc1ccccc1Cl,0.2962898365846831
BrC(Br)Br,Nc1ccccc1Cl,0.2788545206954436
BrC(Br)Br,Nc1ccccc1Cl,0.2623326196724337
BrC(Br)Br,Nc1ccccc1Cl,0.24457699415059064
BrC(Br)Br,Nc1ccccc1Cl,0.2240534631407055
BrC(Br)Br,OCCCl,0.4148314605391062
BrC(Br)Br,OCCCl,0.40398637279079125
BrC(Br)Br,OCCCl,0.396355565819682
BrC(Br)Br,OCCCl,0.36252294149358494
BrC(Br)Br,OCCCl,0.34058773384450564
BrC(Br)Br,OCCCl,0.31785557992190966
BrC(Br)Br,OCCCl,0.29701219315528377
BrC(Br)Br,OCCCl,0.2783000432149986
BrC(Br)Br,OCCCl,0.26167787181385216
BrC(Br)Br,OCCCl,0.25132479467336993
BrC(Br)Br,OCCCl,0.2535610020278684
BrC(Br)C(Br)Br,CCCCCCCCCCO,0.9856958596898421
BrC(Br)C(Br)Br,CCCCCCCCCCO,0.9756104562825622
BrC(Br)C(Br)Br,CCCCCCCCCCO,0.9661431398842916
BrC(Br)C(Br)Br,CCCCCCCCCCO,0.9566632826883881
BrC(Br)C(Br)Br,CCCCCCCCCCO,0.9476826923907277
BrC(Br)C(Br)Br,CCCCCCCCCCO,0.9396199858604399
BrC(Br)C(Br)Br,CCCCCCCCCCO,0.9330128249901578
BrC(Br)C(Br)Br,CCCCCCCCCCO,0.9285320780075431
BrC(Br)C(Br)Br,CCCCCCCCCCO,0.9261950674067663
BrC(Br)C(Br)Br,CCCCCCCCCCO,0.9254187298920358
BrC(Br)C(Br)Br,CCCCCCCCCCO,0.9249508889156106
BrC(Br)C(Br)Br,CCCCCCCCO,0.8840021692773974
BrC(Br)C(Br)Br,CCCCCCCCO,0.8884340913120405
BrC(Br)C(Br)Br,CCCCCCCCO,0.8929401845633689
BrC(Br)C(Br)Br,CCCCCCCCO,0.8984461854407012
BrC(Br)C(Br)Br,CCCCCCCCO,0.904939981660761
BrC(Br)C(Br)Br,CCCCCCCCO,0.9133674520538515
BrC(Br)C(Br)Br,CCCCCCCCO,0.9236801780488142
BrC(Br)C(Br)Br,CCCCCCCCO,0.9355768847594261
BrC(Br)C(Br)Br,CCCCCCCCO,0.9503955899972614
BrC(Br)C(Br)Br,CCCCCCCCO,0.9666159973976131
BrC(Br)C(Br)Br,CCCCCCCCO,0.9818848381446332
BrC(Br)C(Br)Br,CCCCCCO,0.6516550628828115
BrC(Br)C(Br)Br,CCCCCCO,0.6830382425964445
BrC(Br)C(Br)Br,CCCCCCO,0.7121569829689773
BrC(Br)C(Br)Br,CCCCCCO,0.7471828545705363
BrC(Br)C(Br)Br,CCCCCCO,0.7804946239629942
BrC(Br)C(Br)Br,CCCCCCO,0.8133300589590469
BrC(Br)C(Br)Br,CCCCCCO,0.8459143115264511
BrC(Br)C(Br)Br,CCCCCCO,0.8786522020554792
BrC(Br)C(Br)Br,CCCCCCO,0.9115682222697139
BrC(Br)C(Br)Br,CCCCCCO,0.9462009819227584
BrC(Br)C(Br)Br,CCCCCCO,0.9818848381446332
BrC(Br)C(Br)Br,CCCCCO,0.5369718792387674
BrC(Br)C(Br)Br,CCCCCO,0.5835142805059103
BrC(Br)C(Br)Br,CCCCCO,0.6326534243551505
BrC(Br)C(Br)Br,CCCCCO,0.6811716576810227
BrC(Br)C(Br)Br,CCCCCO,0.7283975776139555
BrC(Br)C(Br)Br,CCCCCO,0.773443984710759
BrC(Br)C(Br)Br,CCCCCO,0.8162567431763175
BrC(Br)C(Br)Br,CCCCCO,0.8574888723512529
BrC(Br)C(Br)Br,CCCCCO,0.8977731009351086
BrC(Br)C(Br)Br,CCCCCO,0.9385472785622033
BrC(Br)C(Br)Br,CCCCCO,0.9818848381446333
BrC(Cl)(Cl)Cl,CCO,0.1771758874141277
BrC(Cl)(Cl)Cl,CCO,
BrC(F)(F)C(F)(F)Br,CCO,-0.1365431229294383
BrC(F)(F)C(F)(F)Br,CCO,
BrCBr,CCO,-0.0065820974992288
BrCBr,CCO,
BrCC(Br)C,CCO,0.1783151183861062
BrCC(Br)C,CCO,
BrCCBr,CCCCCCO,0.7235377615320567
BrCCBr,CCCCCCO,0.6500698619966913
BrCCBr,CCCCCCO,0.5814921781462686
BrCCBr,CCCCCCO,0.5123805683401417
BrCCBr,CCCCCCO,0.44997972614457693
BrCCBr,CCCCCCO,0.39113900118234035
BrCCBr,CCCCCCO,0.3365589383510826
BrCCBr,CCCCCCO,0.2870550136097046
BrCCBr,CCCCCCO,0.24978171632085466
BrCCBr,CCCCCCO,0.22955673755710848
BrCCBr,CCCCCCO,0.23879856271389194
BrCCBr,Cc1ccc(C)cc1,-0.24293838754027858
BrCCBr,Cc1ccc(C)cc1,-0.21595157675182458
BrCCBr,Cc1ccc(C)cc1,-0.18880526711233725
BrCCBr,Cc1ccc(C)cc1,-0.15860551723859534
BrCCBr,Cc1ccc(C)cc1,-0.1241965966645936
BrCCBr,Cc1ccc(C)cc1,-0.08228259191123165
BrCCBr,Cc1ccc(C)cc1,-0.035808793764676
BrCCBr,Cc1ccc(C)cc1,0.007873187466116045
BrCCBr,Cc1ccc(C)cc1,0.056770411297440045
BrCCBr,Cc1ccc(C)cc1,0.12018700506429174
BrCCBr,Cc1ccc(C)cc1,0.17482234992253098
BrCCBr,Cc1cccc(C)c1,-0.25807872499229256
BrCCBr,Cc1cccc(C)c1,-0.22180463828015307
BrCCBr,Cc1cccc(C)c1,-0.19231640186567414
BrCCBr,Cc1cccc(C)c1,-0.15966121576770442
BrCCBr,Cc1cccc(C)c1,-0.1147750193336143
BrCCBr,Cc1cccc(C)c1,-0.0777985791305116
BrCCBr,Cc1cccc(C)c1,-0.027622849231902592
BrCCBr,Cc1cccc(C)c1,0.007451282069810147
BrCCBr,Cc1cccc(C)c1,0.05864442767810604
BrCCBr,Cc1cccc(C)c1,0.11565817490149274
BrCCBr,Cc1cccc(C)c1,0.17482234992253098
BrCCBr,Cc1ccccc1,-0.27679854366378503
BrCCBr,Cc1ccccc1,-0.23197022213773294
BrCCBr,Cc1ccccc1,-0.2071482927234145
BrCCBr,Cc1ccccc1,-0.17924282917827428
BrCCBr,Cc1ccccc1,-0.13036944718961457
BrCCBr,Cc1ccccc1,-0.08345686119574963
BrCCBr,Cc1ccccc1,-0.04331436614052947
BrCCBr,Cc1ccccc1,0.0012841819357116962
BrCCBr,Cc1ccccc1,0.054517178211304224
BrCCBr,Cc1ccccc1,0.10721249878966073
BrCCBr,Cc1ccccc1,0.174822349922531
BrCCBr,c1ccccc1,-0.24864813805026437
BrCCBr,c1ccccc1,-0.22415533471737267
BrCCBr,c1ccccc1,-0.19205202263139595
BrCCBr,c1ccccc1,-0.1438540887460187
BrCCBr,c1ccccc1,-0.11647277358356103
BrCCBr,c1ccccc1,-0.08242808084235226
BrCCBr,c1ccccc1,-0.03014799097481573
BrCCBr,c1ccccc1,0.01268394237800318
BrCCBr,c1ccccc1,0.07336233016398114
BrCCBr,c1ccccc1,0.11898921194500861
BrCCBr,c1ccccc1,0.174822349922531
BrCCCBr,CCO,0.2781931626288483
BrCCCBr,CCO,
BrCCl,CCO,-0.1887968578543751
BrCCl,CCO,
Brc1ccccc1,CCCCC(CC)CO,0.8545892199751229
Brc1ccccc1,CCCCC(CC)CO,0.7258907788272705
Brc1ccccc1,CCCCC(CC)CO,0.5947275874752561
Brc1ccccc1,CCCCC(CC)CO,0.4661334564584048
Brc1ccccc1,CCCCC(CC)CO,0.3482184366941121
Brc1ccccc1,CCCCC(CC)CO,0.25350647890157507
Brc1ccccc1,CCCCC(CC)CO,0.18368486777199702
Brc1ccccc1,CCCCC(CC)CO,0.14032832618721405
Brc1ccccc1,CCCCC(CC)CO,0.11579229667485746
Brc1ccccc1,CCCCC(CC)CO,0.08160600104193709
Brc1ccccc1,CCCCC(CC)CO,0.005727311485846271
Brc1ccccc1,CCCCCCC(C)O,0.7657314622460873
Brc1ccccc1,CCCCCCC(C)O,0.6493652623074067
Brc1ccccc1,CCCCCCC(C)O,0.5382403280234134
Brc1ccccc1,CCCCCCC(C)O,0.4374756366994077
Brc1ccccc1,CCCCCCC(C)O,0.34985943797884045
Brc1ccccc1,CCCCCCC(C)O,0.2740177439182554
Brc1ccccc1,CCCCCCC(C)O,0.20871331000526405
Brc1ccccc1,CCCCCCC(C)O,0.14600746430236192
Brc1ccccc1,CCCCCCC(C)O,0.09304109042607474
Brc1ccccc1,CCCCCCC(C)O,0.04584837648159928
Brc1ccccc1,CCCCCCC(C)O,0.014757834765632114
Brc1ccccc1,Cc1ccc(C)cc1,
Brc1ccccc1,Cc1ccc(C)cc1,-0.23898300408744255
Brc1ccccc1,Cc1ccc(C)cc1,-0.17429848257225003
Brc1ccccc1,Cc1ccc(C)cc1,-0.21112488422458325
Brc1ccccc1,Cc1ccc(C)cc1,-0.14667728402009955
Brc1ccccc1,Cc1ccc(C)cc1,-0.18639395597481884
Brc1ccccc1,Cc1ccc(C)cc1,-0.1199053264945885
Brc1ccccc1,Cc1ccc(C)cc1,-0.1592838068760158
Brc1ccccc1,Cc1ccc(C)cc1,-0.09404149130726883
Brc1ccccc1,Cc1ccc(C)cc1,-0.1342340034431259
Brc1ccccc1,Cc1ccc(C)cc1,-0.0702043597264829
Brc1ccccc1,Cc1ccc(C)cc1,-0.11104109511084316
Brc1ccccc1,Cc1ccc(C)cc1,-0.045704509692851676
Brc1ccccc1,Cc1ccc(C)cc1,-0.08920961758351283
Brc1ccccc1,Cc1ccc(C)cc1,-0.0239863668086659
Brc1ccccc1,Cc1ccc(C)cc1,-0.06865035862500911
Brc1ccccc1,Cc1ccc(C)cc1,-0.006193611268283987
Brc1ccccc1,Cc1ccc(C)cc1,
Brc1ccccc1,Cc1cccc(C)c1,-0.22767829327708025
Brc1ccccc1,Cc1cccc(C)c1,-0.20093566592683154
Brc1ccccc1,Cc1cccc(C)c1,-0.17297816254275952
Brc1ccccc1,Cc1cccc(C)c1,-0.14717646464710418
Brc1ccccc1,Cc1cccc(C)c1,-0.12222258592344322
Brc1ccccc1,Cc1cccc(C)c1,-0.09636746655036732
Brc1ccccc1,Cc1cccc(C)c1,-0.07153962782153046
Brc1ccccc1,Cc1cccc(C)c1,-0.04785188995008736
Brc1ccccc1,Cc1cccc(C)c1,
Brc1ccccc1,Cc1ccccc1,-0.26936521306709277
Brc1ccccc1,Cc1ccccc1,-0.2324376173771554
Brc1ccccc1,Cc1ccccc1,-0.20054951803245213
Brc1ccccc1,Cc1ccccc1,-0.1710729034933436
Brc1ccccc1,Cc1ccccc1,-0.14258206521975858
Brc1ccccc1,Cc1ccccc1,-0.11374081993249757
Brc1ccccc1,Cc1ccccc1,-0.08678535656442829
Brc1ccccc1,Cc1ccccc1,-0.05934853839844926
Brc1ccccc1,Cc1ccccc1,-0.033215671213707415
Brc1ccccc1,Cc1ccccc1,-0.009219216645646977
Brc1ccccc1,Cc1ccccc1,0.014278677412190055
Brc1ccccc1,ClC(Cl)(Cl)Cl,-0.0809219076239261
Brc1ccccc1,ClC(Cl)(Cl)Cl,-0.14291529135068973
Brc1ccccc1,ClC(Cl)(Cl)Cl,-0.18857291456463793
Brc1ccccc1,ClC(Cl)(Cl)Cl,-0.2089165399480998
Brc1ccccc1,ClC(Cl)(Cl)Cl,-0.22432312345710237
Brc1ccccc1,ClC(Cl)(Cl)Cl,-0.20370455017191308
Brc1ccccc1,ClC(Cl)(Cl)Cl,-0.17794500867250485
Brc1ccccc1,ClC(Cl)(Cl)Cl,-0.14834715330445924
Brc1ccccc1,ClC(Cl)(Cl)Cl,-0.10272513932973204
Brc1ccccc1,ClC(Cl)(Cl)Cl,-0.05107335361500055
Brc1ccccc1,ClC(Cl)(Cl)Cl,-0.0034883278458213473
Brc1ccccc1,c1ccccc1,-0.2487208960167347
Brc1ccccc1,c1ccccc1,-0.272553473455181
Brc1ccccc1,c1ccccc1,-0.20976076070587937
Brc1ccccc1,c1ccccc1,-0.24402754147610833
Brc1ccccc1,c1ccccc1,-0.17705931775136025
Brc1ccccc1,c1ccccc1,-0.21649829498538473
Brc1ccccc1,c1ccccc1,-0.1458438380999826
Brc1ccccc1,c1ccccc1,-0.18959017350467988
Brc1ccccc1,c1ccccc1,-0.11985354754275697
Brc1ccccc1,c1ccccc1,-0.16343824564548726
Brc1ccccc1,c1ccccc1,-0.09585235943060419
Brc1ccccc1,c1ccccc1,-0.1381775800193002
Brc1ccccc1,c1ccccc1,-0.07456862920826329
Brc1ccccc1,c1ccccc1,-0.11394324523761207
Brc1ccccc1,c1ccccc1,-0.0552745957279656
Brc1ccccc1,c1ccccc1,-0.09087030991191625
Brc1ccccc1,c1ccccc1,-0.03667441310741788
Brc1ccccc1,c1ccccc1,-0.0692843328924426
Brc1ccccc1,c1ccccc1,-0.019156717829003665
Brc1ccccc1,c1ccccc1,-0.04929240737106984
Brc1ccccc1,c1ccccc1,-0.003488327845821345
Brc1ccccc1,c1ccccc1,
C,CCCCCCCCCC,-0.10182351650232342
C#CC(C)C,CCO,-0.4623884739716971
C#CC(C)C,CCO,
C#CCC=C,CCO,-0.5296739940549292
C#CCC=C,CCO,
C#CCCC,CCO,-0.4527416522374336
C#CCCC,CCO,
C#CCCCC,CCO,-0.3208667394207306
C#CCCCC,CCO,
C#CCCCCC,CCO,-0.2716392780872221
C#CCCCCC,CCO,
C#CCCCCCC,CCO,-0.1696394411303055
C#CCCCCCC,CCO,
C#CCCCCCCC,CCO,0.0018491963281527
C#CCCCCCCC,CCO,
C#CCCCCCCCC,CCO,0.0905551006070001
C#CCCCCCCCC,CCO,
C#CCCl,CCO,-0.3882515971866901
